username_author,link_username_author,link_content_comment
Keir L,https://www.tripadvisor.com.vn/Profile/743keirl,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r572993126-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
sjdandy,https://www.tripadvisor.com.vn/Profile/sjdandy,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r572694897-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
mariek911,https://www.tripadvisor.com.vn/Profile/mariek911,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r571586999-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
izwest,https://www.tripadvisor.com.vn/Profile/izwest,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7370194-r562913262-Draco_Thang_Long_Hotel-Hai_Phong.html
afongsk,https://www.tripadvisor.com.vn/Profile/afongsk,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7370194-r556494817-Draco_Thang_Long_Hotel-Hai_Phong.html
Marielle C,https://www.tripadvisor.com.vn/Profile/26mariellec,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7370194-r555709606-Draco_Thang_Long_Hotel-Hai_Phong.html
hippoemong,https://www.tripadvisor.com.vn/Profile/hippoemong,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7370194-r552325348-Draco_Thang_Long_Hotel-Hai_Phong.html
Wilson C,https://www.tripadvisor.com.vn/Profile/WilsonC2066,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7370194-r545158298-Draco_Thang_Long_Hotel-Hai_Phong.html
Thor_Pham,https://www.tripadvisor.com.vn/Profile/Thor_Pham,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d3470932-r629392958-Sunflower_International_Village-Hai_Phong.html
angelinthemist33,https://www.tripadvisor.com.vn/Profile/angelinthemist33,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d678293-r539824606-Camela_Hotel_Resort-Hai_Phong.html
vinit2001,https://www.tripadvisor.com.vn/Profile/vinit2001,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d678293-r502243266-Camela_Hotel_Resort-Hai_Phong.html
rick76034,https://www.tripadvisor.com.vn/Profile/rick76034,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d2035401-r557820727-Sea_Stars_Hotel-Hai_Phong.html
clivenz2014,https://www.tripadvisor.com.vn/Profile/clivenz2014,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d2035401-r528074597-Sea_Stars_Hotel-Hai_Phong.html
Mckees_10,https://www.tripadvisor.com.vn/Profile/Mckees_10,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d2035401-r527002216-Sea_Stars_Hotel-Hai_Phong.html
Caenwendy,https://www.tripadvisor.com.vn/Profile/Caenwendy,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d12265192-r494568527-F_F_Hotel-Hai_Phong.html
Quynh Trang P,https://www.tripadvisor.com.vn/Profile/784quynhtrangp,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d13530445-r571152567-Mercure_Hai_Phong-Hai_Phong.html
Okrim O,https://www.tripadvisor.com.vn/Profile/OkrimO,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d451038-r649122658-AVANI_Hai_Phong_Harbour_View_Hotel-Hai_Phong.html
Jerry D,https://www.tripadvisor.com.vn/Profile/926jerryd,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d451038-r647336352-AVANI_Hai_Phong_Harbour_View_Hotel-Hai_Phong.html
No.1 hero,https://www.tripadvisor.com.vn/Profile/Allmightshirou,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d451038-r611411323-AVANI_Hai_Phong_Harbour_View_Hotel-Hai_Phong.html
TecParker,https://www.tripadvisor.com.vn/Profile/TecParker,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d451038-r602334496-AVANI_Hai_Phong_Harbour_View_Hotel-Hai_Phong.html
Richard L,https://www.tripadvisor.com.vn/Profile/RichardL3565,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d451038-r600826877-AVANI_Hai_Phong_Harbour_View_Hotel-Hai_Phong.html
seungminh2018,https://www.tripadvisor.com.vn/Profile/seungminh2018,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7179446-r551037848-Somerset_Central_TD_Hai_Phong_City-Hai_Phong.html
jungjool2017,https://www.tripadvisor.com.vn/Profile/jungjool2017,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7179446-r549198724-Somerset_Central_TD_Hai_Phong_City-Hai_Phong.html
Roslyn P,https://www.tripadvisor.com.vn/Profile/roslynp350,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7179446-r548151073-Somerset_Central_TD_Hai_Phong_City-Hai_Phong.html
Carmen,https://www.tripadvisor.com.vn/Profile/carmensF1605YC,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7179446-r547432645-Somerset_Central_TD_Hai_Phong_City-Hai_Phong.html
longnguyen0719,https://www.tripadvisor.com.vn/Profile/longnguyen0719,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d13819420-r591782457-Manoir_Des_Arts_Hotel-Hai_Phong.html
vinuka2017,https://www.tripadvisor.com.vn/Profile/vinuka2017,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d7370194-r512185968-Draco_Thang_Long_Hotel-Hai_Phong.html
Thaihoa D,https://www.tripadvisor.com.vn/Profile/ThaihoaD1,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d5532504-r574233321-Pearl_River_Hotel-Hai_Phong.html
Lara Osgood,https://www.tripadvisor.com.vn/Profile/ljosgood133,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r563908610-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
Hinh N,https://www.tripadvisor.com.vn/Profile/hinhnguyen0301,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d5532504-r470987761-Pearl_River_Hotel-Hai_Phong.html
DuanPV,https://www.tripadvisor.com.vn/Profile/DuanPV,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d5532504-r365958830-Pearl_River_Hotel-Hai_Phong.html
Nitin,https://www.tripadvisor.com.vn/Profile/NitinAditi,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d5532504-r200818317-Pearl_River_Hotel-Hai_Phong.html
kyliebaker2018,https://www.tripadvisor.com.vn/Profile/kyliebaker2018,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d5532504-r592599525-Pearl_River_Hotel-Hai_Phong.html
somejerkbag,https://www.tripadvisor.com.vn/Profile/somejerkbag,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r560268460-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
Sabine P,https://www.tripadvisor.com.vn/Profile/130sabinep,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r543740427-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
subhashc1974,https://www.tripadvisor.com.vn/Profile/subhashc1974,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d4016228-r521569517-Lac_Long_Hotel_Hai_Phong-Hai_Phong.html
Loamo88,https://www.tripadvisor.com.vn/Profile/Loamo88,https://www.tripadvisor.com.vn/ShowUserReviews-g303944-d8106712-r278012523-Cindy_Hotel_and_Suites-Hai_Phong.html
