username_author,link_username_author,link_content_comment
Hao,https://www.tripadvisor.com.vn/Profile/Danghao123,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5049935-r661638752-Lotte_Hotel_Hanoi-Hanoi.html
Victoria,https://www.tripadvisor.com.vn/Profile/Viccute1987,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5049935-r661626473-Lotte_Hotel_Hanoi-Hanoi.html
Vân T,https://www.tripadvisor.com.vn/Profile/Scenic713872,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5049935-r657154469-Lotte_Hotel_Hanoi-Hanoi.html
Trail825991,https://www.tripadvisor.com.vn/Profile/Trail825991,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d2102670-r626683822-Luxury_Backpackers_Hanoi-Hanoi.html
le phong C,https://www.tripadvisor.com.vn/Profile/lephongC,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d2102670-r592488442-Luxury_Backpackers_Hanoi-Hanoi.html
Peter T,https://www.tripadvisor.com.vn/Profile/petertN15OE,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d2102670-r560845127-Luxury_Backpackers_Hanoi-Hanoi.html
Emily N,https://www.tripadvisor.com.vn/Profile/emilynO2508VR,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d2102670-r603804370-Luxury_Backpackers_Hanoi-Hanoi.html
晟洧 黃,https://www.tripadvisor.com.vn/Profile/L4127CF_,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d2102670-r603631055-Luxury_Backpackers_Hanoi-Hanoi.html
mai ngoc d,https://www.tripadvisor.com.vn/Profile/maingocd,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1546077-r419029691-Splendid_Star_Grand_Hotel-Hanoi.html
Kim hong rae,https://www.tripadvisor.com.vn/Profile/eastsea123456,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1546077-r644573435-Splendid_Star_Grand_Hotel-Hanoi.html
